year,area,production
2017,19.0,57
2001,107761.0,188971
2007,14932.22,11971
2002,1.0,1
2018,736.0,467
2018,61018.0,29205
2005,40366.0,30071
2011,573.0,247
2010,3680.0,5211
2017,541.0,4963
2009,1291400.0,1114400
2009,60052.0,737859
2002,4001.0,1262
2005,3745.0,851
2006,5330.0,3460
2017,218160.0,338130
2015,2333.0,2420
2019,1966.0,2535
2019,51100.0,79205
2000,373.0,339
2010,4710.0,12773
2019,96681.0,235305
2006,4070.0,22633
2015,11561.0,7316
2018,4006.0,26551
2001,23057.0,324596
2006,1592.0,2945
2016,16.0,15
2017,5660.0,2339
2012,3551.0,28056
2015,2633.0,1800
2006,821.0,763
2016,88261.0,5710
2019,2.0,5
2007,7235.0,1849
2007,5903.0,9056
2016,12983.0,11491
2002,2078.0,2259
2017,815.0,760
2008,42201.0,33674
2014,6.0,11
2010,489500.0,559200
2014,4060.0,3853
2014,196188.0,280693
2007,31200.0,2033100
2007,6059.0,20508
2017,2766.0,35891
2014,619.0,381
2015,19391.0,4715
2015,1431.0,1845
2010,3663.0,3300
2017,2.0,10
2011,5779.0,63010
2006,5650.0,14678
2018,155.0,155
2015,2414.0,27302
2015,1606.0,2803
2017,1257.0,2819
2003,84256.0,123182
2015,118741.0,115121
2012,5430.0,14836
2002,796200.0,448500
2003,116800.0,37200
2012,18100.0,7200
2015,59.0,26
2000,65.0,130
2007,450.0,520
2005,648300.0,1209300
2019,422.0,337
2001,3.0,200
2003,557812.0,1671502
2019,162563.0,781348
2011,31494.0,106783
2018,2510.0,1510
1998,4197.0,311
2002,167581.0,124680
2007,1000.0,970
2009,174200.0,396400
2008,3035.0,865
2016,90.0,133
2018,2111.0,3238
2004,67513.0,20110
2015,28420.0,87175
1999,38.0,29
2003,116877.0,7023220
2004,7511.0,22367
2009,8.0,6
2017,342675.0,603587
2009,2265.0,5048
2006,85385.0,17673
2008,972.0,802
1998,40.0,90
1998,2927.0,4252
2008,21288.72,138075
2005,14901.0,17242
2017,799.0,792
2000,12614.0,3418
2015,2424.0,700
2005,63602.0,124605
2009,608.0,206
2013,63233.0,70548
1999,2777.0,3983
2018,289.0,145
2001,303308.0,379303
2007,409.0,423
2013,276577.0,778209
2002,6199.0,4172
1997,6512.0,3522
2003,10600.0,3600
1998,182384.0,68510
2017,2000.0,2200
2015,192.0,67
2008,51.0,500
2011,3003100.0,10374600
1998,2080.0,1393
2010,120000.0,117500
1999,423879.0,132619
2018,41462.0,34413
2017,944.0,998
2016,1799.0,2744
1997,88400.0,24700
2003,526038.0,1407000
2006,32928.0,28796
1997,156600.0,146800
2016,36900.0,43200
2002,2190.0,1426
2019,5069.0,8457
2002,23.0,12
2012,8629000.0,868000
2006,5000.0,1700
2018,104.326,145
2012,892.0,9424
2016,21.0,26
2015,5495.0,1763
2008,35976.0,153753
2005,2179.0,16213
2019,2550.0,1540
2001,5493.0,13758
2019,128630.0,144580
2010,1.0,1
2000,99423.0,28296
2006,650809.0,298461
2017,1817.0,1918
2012,15864.0,5147
2004,2691.72,1619
2009,52510.0,61618
2009,251.0,141
2015,21499.0,78112
2008,94450.0,42718
2014,4005.0,14518
2009,3994.0,5782
2000,1910000.0,2398800
2018,1441.0,7619
2000,102.0,713
2015,800600.0,332900
2002,2310.0,1030
2002,7650.0,15820
2002,1634800.0,1684500
2003,6565.0,7808
2001,82260.0,22210
2011,41172.0,179065
2015,46280.0,25962
2018,210.0,116
2005,78.0,104
2017,18105.0,161604
2010,12000.0,44000
1998,26752.0,27756
2003,12249.0,8420
2017,821.0,663
2001,252453.0,432682
2015,36163.0,30442
2006,360.0,234
2007,337000.0,551100
2018,82761.41,36777
2017,14240.0,5690
2013,945771.0,715973
2001,2402.0,14001
2011,52856.0,23679
2013,4538.0,21521
2016,117169.0,277521
2012,47460.0,40246
2007,3446.0,3804
2019,5390.0,10700
2019,5830.0,5040
1998,3574.0,3034
2012,1742.0,165720
2008,12152.0,8916
2016,2715.0,861
2019,124681.0,7414530
2001,97861.0,103480
2019,12577.0,143122
1998,3300.0,2200
2007,536.0,287
2012,122690.0,257580
2016,3553.0,3111
2002,1543.0,8642
2010,243815.0,142661
2011,27120.0,27250
2004,1330.0,1318
2005,1352.0,632
2018,4485.0,1545
1999,215322.0,88142
2003,37186.0,83239
2010,61321.0,38202
2006,11082.0,42496
2007,49.0,17
2009,51151.0,785475
2000,17365.0,6404
2011,1230.0,581
2002,2253.0,0
2007,1487.0,1118
2006,1504647.0,1950144
2003,221.0,323
2001,534571.0,383607
2016,140417.0,290379
2012,30649.0,56607
2010,658739.0,432075
2013,15883.0,134505
2004,46467.0,71469
2004,1921.0,154300
2002,57543.0,47760
2006,318015.0,84189
2007,26217.0,17357
2012,208625.0,88706
2010,15167.0,13225
1999,1474338.0,4468400
2012,2.0,18
2012,653.0,567
2004,365.0,555
2009,23045.0,191397
1998,136800.0,53900
2016,571100.0,2046300
2019,10517.0,3204
2006,560.0,577
2012,99426.0,27442
2018,5.0,4
2010,13650.0,114000
1999,15386.0,207607
2005,1383.0,45953
2009,29.0,49
2001,122.0,60
2002,583.0,103
2019,172618.0,333540
2005,593135.0,2098190
2010,5.0,11
1997,672600.0,1042300
2011,944.0,538
2009,1977324.0,117139919
2011,1040.0,309
2017,592.0,4468
2015,269000.0,617000
2014,3551.0,23045
2018,11056.0,2563
2017,1419.0,1426
2018,2855.0,7452
2018,3393.0,2850
2010,1020743.0,999104
2012,2330.0,65900
2014,6899.0,9002
2000,1016.0,521
1997,25797.0,1818700
2004,770100.0,785900
2015,2.0,4
2014,2612.0,1978
2002,64481.0,28047
2002,2305.0,2205
2015,79.0,46
2011,44164.0,10668
2019,556.0,949
2000,2560.0,3611
2016,2160.0,1185
2008,32570.0,41908
1997,3959.0,21087
2005,1020400.0,705200
2002,404.0,100
1998,5260.0,25623
2015,91.0,53
2000,275.0,136
2004,2520.0,24728
1997,114779.0,32809
2011,104825.0,135121
2006,1120.0,58279
2009,95682.0,176656
2018,3090.0,6356
2003,181373.0,88908
2011,104342.0,693800
2004,978.0,7748
2016,8800.0,9880
2005,2800.0,1292
2006,9500.0,3200
2005,1638.0,626
2004,75000.0,41700
2009,505082.0,1918000
2014,10028.0,4600
2017,24400.0,19500
2011,67246.0,368413
2010,61.0,100
2004,6956.0,3510
2006,24080.0,27699
1999,15414.0,3835
2010,4851.0,5424
2015,6602.0,4447
2008,4991.0,64424
2019,3137.0,4447
2013,22171.0,24907
2008,809300.0,1302073
1999,29043.0,671891
2001,1251.0,698
2016,2430.0,1460
2009,2800.0,1400
1998,7620.0,6348
2012,105.0,0
2008,360266.0,768582
2002,23295.0,20805
1999,545675.0,664547
1999,33505.0,122058
2017,56248.0,28012
2015,35542.0,6221
1997,5641.0,3950
2002,1188.0,65470
2011,34913.0,376947
2003,1443986.0,522070
2019,5898690.0,16947998
2006,19732.0,209152
2014,274176.0,718369
2002,12269.37,91201
2000,483.0,1236
2001,8944.0,8085
2005,436.0,60
2019,20800.0,148629000
1999,38384.0,315748
2005,16898.0,24424
1997,141400.0,154100
2014,55306.0,35064
2002,25326.0,4707
2009,5148046.0,10714990
2002,2762.0,2313
2002,605458.0,87520
2014,1778.0,679
2002,578711.0,1165155
2019,1715.0,850
2014,31000.0,38700
2002,6335.0,3436
2007,1072545.0,3606000
2018,504.0,396
2008,297718.0,676644
2003,16862.0,234546
2012,210992.0,106890
2005,9791.0,39910
2019,9397.0,28114
1998,995794.0,1012898
2019,4075.0,3663
1997,72023.0,33793
2007,818812.0,5641000000
2012,900.0,45437
2017,36.0,174
2019,2058.0,1835
2001,150588.0,55626
2008,3045.0,14397
2003,214353.0,247578
2000,369473.0,239431
2000,31500.0,9030
2017,151140.0,60333
2016,29165.0,26435
2015,1530.0,684
2004,256076.0,602221
2009,76.0,67
2003,25110.0,122220000
2010,63448.0,46527
2017,2077.0,1487
2015,29460.0,1038329
2017,13596.0,19137
2007,617943.0,145959
2001,3297.0,2061
2011,28600.0,2049900
2012,3087.0,17468
2010,1691200.0,3159100
2006,1508.0,569
2013,1561.0,30351
2013,12100.0,7501
2011,3193.0,3328
2003,4032.0,2746
1997,42000.0,116000
2018,921.0,903
2016,6.0,10
2018,2030.0,648
2002,518328.0,1038000
2007,24704.0,25856
2016,6133.0,11093
2015,304.0,212
2019,1630.0,19421
2000,54685.0,50170
2019,11137.0,101952
2014,8000.0,60000
2006,7991.0,20316
2008,1079.0,989
2009,1292.0,793
2015,1048.0,1613
2003,453.0,1747
2006,4797.0,7207
2000,4220.0,35816
1999,17389.0,17613
2019,1595.0,4962
2017,3211.0,2811
2017,43138.0,40723
2000,162293.0,54044
2011,97816.0,682597
1999,81900.0,41900
2014,18101.0,17106
2011,848894.0,1316635
2017,3966.0,41812
2012,2270.0,2980
2012,148.0,116
2012,38600.0,11390
1997,905.0,802
2006,10.0,3
2019,5.7,4
2014,62374.0,110903
2013,1519500.0,1400640
2007,8.0,3
2005,7726.0,18291
2014,442.0,844
1998,337000.0,466000
2007,6505.0,17797
2013,9625.0,8543
2012,2400.0,2900
1998,300976.0,662272
2017,7264.0,94603
2016,4941.0,8865
2003,1120.0,47510
1999,549000.0,269600
2002,45073.0,13721
2014,2232.0,1970
2016,4.0,26
2016,603420.0,575376
2010,4116.0,1444
2010,30204.0,44279
1999,250.0,350
2011,16.0,4
2002,2395.0,30807
2004,226364.0,82998
2008,456086.0,1862000
1999,468.0,12354
2018,6298.0,5883
2009,31.0,10
2016,44.0,42
2017,1735411.0,3421253
2004,160.0,45
1997,327123.0,250950
2000,595300.0,49568700
2005,1417.0,29555
2006,2874.0,704
2007,55612.0,21942
2019,1133.0,0
2015,1531.0,1718
2019,26088.0,28782
2002,54373.0,23109
2019,113518.0,127045
2019,1878208.0,3996018
1999,39046.0,398145
2012,20178.0,20173
2011,239586.0,1098173
2000,272.0,44
2002,3785.0,2727
1999,60.0,10
1999,152900.0,71200
2001,127.0,74
2018,17020.0,9973
2017,128634.0,232855
2005,288129.0,605612
2017,58278.0,148913
2006,40.0,15
1998,149.0,324
2018,144.0,92
2019,872.0,804
2010,381529.0,207272
2009,704.0,274
2003,771682.0,800270
1998,7454.0,813
2004,539.0,266
2019,19980.0,13140
2017,9779.0,42910
2014,3282000.0,7802000
2017,3460.0,10646
2004,105200.0,24600
2018,140610.0,118972
2015,1783.0,2960
1999,7461.0,98354
2015,297.0,265
1999,358000.0,290800
2019,631.0,221
2018,11.0,11
2015,64411.0,37706
1998,10999.0,17752
2014,310.0,210
2000,5878.0,11916
1999,410175.0,556455
2018,1025.0,2472
1998,223913.0,446114
2018,21266.0,40107
2015,2107.0,1900
2017,132397.0,64138
2003,9443104.0,26349910
2004,136038.0,841333
2007,3193.0,63700
2018,1444.0,187720
2016,52000.0,41700
1999,123200.0,37200
2002,3550.0,2636
2009,20600.0,47700
2017,1896993.0,5195470
2017,731.0,6116
1998,74457.0,55355
2013,1289.0,1302
2011,103.0,57
1999,29107.0,1154615
2014,21289.0,13371
2011,751300.0,1521800
2019,12100.0,46600
2007,400.0,280
2008,81.0,66
2016,134700.0,82101
2016,56601.0,167181
2016,1435.0,439
2001,191.0,134
1997,9914.0,5076
2000,25741.0,39433
2012,282.0,133
2013,8.0,5
2015,5355.0,44366
2011,65560.0,608023
2015,12843.0,4604
2003,147384.0,266674
2013,174.0,141
2008,19135.0,180161000
2018,25110.0,31640
1998,24721.0,35700
2009,53.0,23
2009,6951.0,3540
2011,2873949.0,8563334
2005,1150.0,570
2014,51279.0,865669
2007,5594.0,3241
2013,33088.0,8625
2010,173.0,131
2003,1437560.59,1525099
2017,85634.0,83186
2017,13720.0,6330
2011,1910.0,1000
2008,500.0,470
2009,246290.0,240968
2012,434.0,184
2009,293.0,236
2002,3860.0,2610
2016,3200.0,2816
2012,4505.0,22064
2003,571992.0,515023
2005,24884.0,323525800
2013,54001.0,31319
1997,1087.0,2105
2016,564.0,2367
2007,56069.0,70797
2017,29294.0,19342
2001,125.0,183
2014,63601.0,158920
2018,662.0,35914
2016,47611.0,25025
2019,29703.0,1218118
2011,157716.0,403700
2006,831.0,451
2001,2547.0,6263
2012,340.0,311
2009,1903.0,1551
2001,339.0,132
2005,413310.0,585498
2016,15.0,21
2016,16862.0,36979
2012,93589.0,118472
1997,91200.0,110500
2017,2211.0,5287
2011,573244.0,505176
2001,1593.0,865
2000,1810.0,1146
2019,1451.0,13726
2015,17403.0,1327805
2017,11410.0,8046
2005,4150.0,207500
2015,9498.0,18503
2007,726000.0,1376300
2007,115.0,92
2012,1776.0,3112
2015,246.0,6235
2019,378678.0,294070
1999,108000.0,6770000
2018,2.0,2
2006,7374.0,3395
2019,675079.0,1038355
2016,1234.0,958
2013,700.0,700
2017,71365.0,368001
2000,4000.0,4500
1997,20900.0,615900
1999,267789.0,496115
2016,1831.0,1312
2003,58471.0,25734
2003,45000.0,78000
1999,97165.0,3425515
2018,29582.0,92755
2009,241.0,374
2000,4003.0,13135
2017,1614.0,938
2015,107.0,117
2019,8156.0,86509
2014,250.0,212
2000,1523.0,8565
2005,358453.0,365885
2009,1157.0,492
2018,2283.0,2261
2006,5902577.0,11082993
2010,10475.0,8392
2018,170200.0,141070
1997,52761.0,51936
2019,22936.0,18556
2007,98114.0,82348
1998,26949.0,2001900
2005,6490.0,3890
2004,1280.0,9600
2009,111800.0,118400
2004,4605.0,1886
1998,3098.0,1000
2019,51519.0,44667
2001,93193.0,84679
1998,6304.0,6362
2014,234289.0,248601
1998,58800.0,87600
2000,555385.0,1016700
2006,14400.0,12100
2005,21700.0,23200
2002,11725.0,240657
1999,65970.0,28170
1998,31037.0,107729
2018,102.0,19
2016,16682.0,1757
2002,35073.0,21327
2019,146.0,146
2020,1299.0,4186
2003,55530.0,126059
1998,42300.0,25600
2016,1800.0,2000
2014,852.0,15811
2008,323900.0,99900
2010,396.0,212
2005,107748.0,6635715
2017,4379.0,4966
2001,5090.0,2568
2007,4395.0,20037
1998,3742.0,1877
2016,6.0,3
2002,79711.0,53526
2001,290.0,160
2018,4276.0,7667
2011,144.0,128
2012,2387.0,3536
2012,72.0,43
2010,230500.0,415900
2018,3088.0,2827
2010,37698.0,51336
2000,10456.0,5703
2008,49712.0,32428
2018,261855.0,257221
2017,259.0,488
2001,271.0,134
2000,120.0,2500
2013,313343.0,32454135
2001,442.0,221
2015,16418.0,100932
2008,72914.37,77225
2009,9040.0,16878
2010,48796.0,27216
2009,3522000.0,15169000
2013,1748599.0,5278326
2006,50702.0,50883
2015,342675.0,602287
2011,223.0,122
2017,813.0,662
2014,2.0,26
2016,7480.0,74840
2000,275.0,220
2010,10475.0,7812
2016,106365.0,157402
2004,2000.0,12100
2010,2424.0,6897
2010,84000.0,68100
2013,780.0,730
2017,1268.0,1299
2001,17903.0,13900
2009,674808.0,982139
2016,176.0,278
2001,83.0,226
2001,19728.0,5920
2004,1488200.0,2098200
2012,863.0,856
2014,1029500.0,91538100
2004,1360.0,1000
2018,518259.0,6669698
2004,24180.0,33514
2003,55549.0,78744
2002,1286.0,13380
1998,92700.0,105700
2013,223113.0,1458297
2018,157525.0,163113
2016,7255.0,8707
2000,8757.0,30351
2018,3.0,41
2012,854518.0,2380688
2003,553904.0,688189
2018,2300.0,2400
2005,2490.0,900
2017,335025.0,331674
2015,7763.0,7210
2005,13131.0,11504
2006,879420.0,846002
2013,1449.0,3496
2017,664.0,557
2011,251.0,147
2014,12.0,9
1997,607358.0,398311
2006,1781.0,7189
2014,5820.0,11208
2018,426342.0,1323976
2008,266100.0,262700
2014,878.0,614
2014,6317.0,1886
2003,27722.0,8052
2017,13683.0,63428
2006,101692.0,80253
2010,72284.1,2408962
2015,93909.0,1308635
2018,59098.0,6223680
1998,1583.0,13707
2006,521.0,330
2009,270608.0,551716
1998,4.0,3
2012,5376.0,2791
2014,67.0,58
2012,1434.0,2052
2020,728.0,558
2004,332752.0,210955
2001,4981.0,56979
1999,27990.0,412775
2019,117.0,90
2000,2500.0,1000
2013,3720.0,1617
2019,1056965.0,1793440
2019,11313.0,81245
2001,255.0,120
2016,31511.0,93045
2017,1181.0,1355
2008,19400.0,20000
2008,800.0,150
2014,14052.0,9963
2016,658330.0,2136362
2005,20434.0,364201
2000,310892.0,947744
2013,1244000.0,4041000
2014,220000.0,372000
2002,584271.0,330894
2010,16779.0,206633
2009,21373.0,18391
2007,1789170.0,5039954
1999,43996.0,24687
2006,22715.0,5201
2002,298271.0,136481
2005,35939.0,14859
2007,211000.0,15190000
2008,387565.0,211087
2020,2017.0,537
2017,26375.05,1834029
2001,607000.0,1307000
2019,3831.0,348
2010,1584.0,852
2013,47018.0,68978
2019,2600.0,1000
1999,835019.0,1165247
2010,25.0,12
2015,1282.0,920
2010,6608.0,17951
2000,949.0,204
2005,1110.0,55867
2011,98714.0,202050
2014,107904.0,149033
2006,3485.0,2842
2012,8616.0,4167
2013,2297.0,4256
2003,155.0,154
2006,669.0,12468
2009,4971.0,838
2003,75206.0,40067
2019,9.0,3
2004,39300.0,1086400
2001,125815.0,721033
2019,22663.0,159883
2013,472.0,390
2015,11492.0,6908
2018,366614.0,154473
2012,3182.0,1111
2013,374.0,0
2004,150.0,215
2011,65620.0,35860
2003,46492.0,47678
2015,336041.0,235449
2007,52191.0,121679
2002,93846.0,98592
1999,58021.0,144551
2003,1719.0,19183
2016,2962.0,3700
2015,404982.0,1141336
2016,52800.0,28200
2010,4019.0,35992
2018,70023.0,151758
2006,6217.0,3721
2000,5926.0,9225
2004,1872822.0,5061622
2019,91.0,357
2011,6.0,9
1997,207800.0,163800
2018,120.0,103
2006,15071.0,14295
2000,816.0,8963
2006,508032.0,1006475
2006,4190.51,2518
2005,22802.0,22376
2004,147.0,37
2003,98643.0,41599
2008,56623.0,50525
2000,1120549.0,2792657
2013,28045.0,12589
2009,14700.0,11000
2018,29530.0,24800
2002,9167.0,7285
2019,4592.0,11322
2003,217.0,172
2004,39106.0,18002
2010,509709.0,953000
2016,157987.0,10786971
2014,8626.0,4723
1998,288829.0,135631
2013,254254.0,711831
2004,1930.0,950
2010,545.0,18786
2011,6880.0,2558
2013,192263.0,926639
2008,39333.0,23440
2016,3566.0,3476
2011,1047.0,989
2011,36351.0,54008
2005,5348.0,15278
1997,18061.0,137869
1998,20763.0,5400
2009,5.0,11
2011,1151.0,711
2018,280.0,270
1998,359514.0,112736
2003,262.0,301
2008,635.0,1195
1998,142.0,1048
2004,15640.0,6101
2013,8113.0,2053
2016,1778.0,770
2008,1055.0,1163
2018,1462.0,44260
2018,705.0,325
2015,19455.0,7662
2007,626.0,1052
2004,65000.0,130500
2009,5873.0,70526
2012,1561.0,836
2013,100824.0,285614
2005,4075.0,67545
2017,16168.0,6693
2017,210.0,116
2008,11306.0,24163
2016,3886.0,2476
2006,1998.0,2667
2014,8283.0,32421
2013,146.0,1314
2010,431.0,266
2010,3027500.0,2084800
1997,681.0,15806
2005,4576216.0,4805027
2000,11548.0,6844
2005,364244.0,1131350
1999,5000.0,4000
2002,16117.0,363109
2009,530.0,1565
2016,56735.0,24392
2011,1580.0,3030
2006,4860.0,24668
2006,305.0,9890
2000,8700.0,7600
1999,80222.0,120365
1998,4385.0,31091
2012,592640.0,2378000
2004,219.0,563
2009,12777.0,46943
2019,10904.0,11378
2010,284.0,445
2016,4191.0,100
2007,940.0,2000
2007,2370.0,1988
2019,115785.0,115785
2005,11.0,21
2008,69015.0,40474
2009,908.0,1400
2008,2320.0,3960
2003,589.0,103
2017,5161.0,5313
2018,23775.0,28084
2011,41861.0,8498
2017,66.0,96
2014,20.0,7
2017,18487.0,28627
2005,17654.0,8094
2014,8680.0,9740
2001,26114.0,91660
2016,27810.0,33101
2007,152.0,42
2016,6000.0,348000
2012,798162.0,5799000000
2016,3.0,3
2016,31376.0,109583
2016,1344.0,1736
2008,14380.0,6500
2011,263936.0,622416
1999,26618.0,21961
2016,342883.0,129160
2017,2649.0,16497
2019,4687.0,9127
2012,1175.0,3141
2008,426600.0,106000
2009,778618.0,5667000000
2018,521877.0,944316
2016,66929.0,125558
2010,9377.0,16719
2000,29500.0,18400
2003,8428.0,20264
1998,2015.0,10629
2019,1355321.0,4228095
2001,129.0,75
1997,2.0,5
2008,1.0,1
2011,11.0,29
2016,150250.0,463371
2015,3930.0,4271
2000,329255.0,681027
2003,117.0,105
2001,300.0,300
2014,89021.0,36561
2019,464.0,898
2016,1579.0,72995
2014,27679.0,22059
2017,62.0,32
2005,1851900.0,3204900
2016,2942.0,2807
2006,2600.0,23040
1999,4150.0,3406
2001,1795.0,4481
2013,6123044.0,15722722
2005,10810.0,20720
2015,33206.0,9416
2001,544.0,105
2008,2580.0,1000
2005,402.0,299
2014,104535.0,289549
2010,551.0,540
1998,15627.0,7005
2011,34666.0,17961
2006,261584.0,494300
2006,41362.0,8545
2018,1.4,2
2010,3.0,226
2006,5041.0,7724
2016,32650.0,36560
2019,172092.0,311224
2011,247949.0,138647
2008,1719.0,887
2013,2155.0,3893
2000,116.0,41
2004,175402.0,96750
1999,1004.0,1767
2013,6274.0,6489
2006,606775.0,330090
1999,11.0,35
2016,191.0,451
2014,6678.0,9843
2014,2571.0,1727
2019,93822.0,88371
1997,861.0,713
2015,166.0,49
2012,70294.0,138011
2009,47085.0,65893
2011,8748.0,8097
2004,376739.0,252063
2015,257971.0,139890
2011,8000.0,7400
2003,624513.0,886300
2016,646.0,531
2007,59341.0,439803
2016,1310.0,500
2012,11619.0,213952
2015,6.0,6
2006,107656.0,90000
2005,804.0,633
2005,14999.0,13790
2006,31.0,50
2000,6098.0,2701
2015,5914000.0,18408000
2007,20.0,2
2004,5911.0,4700
2013,730.0,670
2017,294.0,281
2002,543248.0,216128
2003,11618.0,7168
2019,4518.0,16060
2015,18367.0,18061
2010,29.0,68
2013,31294.0,40444
2011,9300.0,4220
2008,181785.0,34383
2005,10.0,10
2012,289964.0,462422
2012,18850.0,35859
2017,279459.0,3030925
2000,100.0,127
2001,161727.0,204585
2018,254347.0,307473
2016,1.0,1
2012,71199.0,83797
2013,576.0,140
2005,161151.0,1033658
2015,1942.0,1424
2004,21.0,7
2009,43007.0,30072
1999,1210.0,600
2002,187707.0,520263
2015,255.0,458
2019,292610.0,932910
2010,4200.0,3900
2003,6048.0,1706
1997,127913.0,88943
1998,134800.0,192700
2002,848970.0,1486546
2005,155500.0,261300
2015,2721598.0,7542431
2012,624.0,514
2016,12.0,7
2004,297887.0,636294
1998,13961.0,30220
1998,73639.0,68479
2014,15.5,11
2013,1490.0,12680
2012,134000.0,265000
2003,2500.0,1070
2001,4928.0,4460
2017,92817.0,106410
2001,33804.0,41748
2019,35026.0,15692
1999,300.0,640
2007,319752.0,299995
2018,274230.0,925810
2016,942025.0,2611754
2017,2294.0,792
2003,234780.0,378789
2018,3364.0,31751
2006,12081.0,6986
2003,376.0,93
2007,2131232.0,4977463
2019,2970.0,24480
2012,189961.0,1038634
2003,2419.0,1256
2016,3098.0,4398
2001,5260.0,3857
2006,129.0,56
2014,163984.0,167820
2010,5538358.0,6271666
2000,2354779.0,9669000
2003,1039.0,15049
2009,10967.0,12421
1997,1252.0,7488
2007,9863.0,13234
1999,5550.0,100000
2003,47030.0,393560
2009,132700.0,44700
2001,91171.0,28017
2016,2380.0,48170
2019,923.0,905
2014,2523.0,1820
2012,4238.0,5531
1999,67807.0,161775
2015,2471.0,808
1997,55100.0,6900
2018,53347.0,165221
2003,10.0,3
2004,8452.0,3792
1999,9227.0,8430
2016,44299.0,18358
2002,680.0,586
2013,333135.0,421915
2017,333739.0,904932
2009,886.0,6781
1999,370587.0,583300
2017,15837.0,16787
2003,11.0,30
2011,1.0,2
2018,193010.0,175359
2014,681.0,211
2007,2360.0,2350
2015,3226.0,3579
2001,14349.0,11520
2012,181.0,4319
2015,857696.0,2315849
2009,2964.0,1100
1998,51919.0,35600
2012,63505.0,25455
2002,73863.0,184064
2017,241351.0,274962
1998,886.0,414
2011,899.0,980
2018,2130.0,45792
1998,4300.0,4100
2009,35348.0,5227
2005,22713.0,30541
2006,2728.0,412
2000,347427.0,329499
2003,23740.0,22172
2014,29445.0,540640
2017,6740.0,14926
2014,25.0,8
2006,33.0,14
2015,11404.0,16203
1997,20764.0,200509
2001,1279.0,1691
2019,61041.0,175675
2004,521860.0,624566
2013,6000.0,2300
2002,126977.0,145254
2014,23757.0,49135
2002,25000.0,715400
2006,883877.0,1285887
2018,17865.0,166272
2011,2290.0,1755
2005,105484.0,23382
2009,21766.0,24150
2015,3177.0,2049
2018,5533.0,4279
2015,1627.0,907
2018,4812.0,62954
2006,11991.0,16603
2008,1588.0,1190
2009,13883.0,9719
2019,20895.0,83939
2010,810.0,1069
2018,66685.0,43811
2020,19697.0,41108
2019,777.0,789
2018,285.0,437
1999,586877.0,582000
2012,2574.0,6123
2010,20135.0,87385
2017,4122.0,687
2000,4400.0,4240
2009,1340.0,992
2010,120.0,110
2011,5379.0,9505
1998,11974.0,27080
2008,4367.0,80538
2003,24940.0,25126
2004,24281.0,7309
2006,1066981.0,2723038
1999,185.0,190
2009,64317.0,19856
2004,304051.0,110550
2016,3646.0,29203
2014,1057.0,1718
2004,23981.0,9314
2002,350900.0,336300
1999,56000.0,63000
2014,10906.0,2885
2003,4043.0,35699
2011,37.0,0
2011,353.0,251
2009,104095.0,225448
2019,116274.0,135888
2002,4482.0,1890
2011,1476.0,2815
2010,5244.0,7725
2008,2500.0,4520
2001,1814.0,998
2018,92.0,720
2018,15693.0,180243
2003,645.0,233
2009,5300.0,2800
2008,132310.0,101329
2003,373235.0,392881
2008,12752.0,46600
2010,12123.0,20697
2016,284883.0,2131513
2017,449400.0,720300
2011,1471.0,1268
2015,3973.0,40497
2016,594436.0,321228
1999,44.0,245
2003,2000.0,3000
2010,82317.0,46191
2019,381.0,706
2008,34.0,58
2008,106616.0,970056617
2018,19.0,11
2010,5393.0,2090
2017,45050.0,17766
2017,3633.0,1414
2000,4000.0,4000
2011,319506.0,333810
2019,1681.0,2549
2004,45400.0,81700
2009,409.0,122
2002,805.0,618
2011,11.0,5
2000,197261.0,167828
2013,39000.0,151000
1999,282.0,8890
2005,86.0,166
1999,525383.0,1417739
2018,194.0,175
2016,5039.0,3379
2017,147191.0,128673
1999,4200.0,3150
2012,2620.0,2574
2018,3838.0,347
2000,5328.0,4759
2008,6972.0,1559
2001,9837.0,4783
2004,1804.0,1092
2016,77.0,74
2005,132260.0,53036
2012,212.0,180
2001,1947.0,1575
2002,18.0,5
2017,63.0,38
2013,7648.0,1936
2017,3843.0,5794
2004,18695.0,80800
2005,3299.0,2441
2018,616870.0,1482941
2011,1056654.0,381759
2017,63245.0,25743
2010,1880.0,2500
2013,1000.0,1300
2019,2565.0,5167
2019,1319102.0,1196801
2012,3245.0,2562
2013,1.0,2
2012,1493276.0,4050334
2012,23695.0,21258
2009,38500.0,1051400
2001,1480.0,339
2013,29083.0,1075171
2001,126.0,907
2007,823.0,7036
2014,7342.0,3396
2010,44772.0,56216
2019,52381.0,38089
2003,93904.0,45255
2014,1300.0,500
1998,5181.0,17291
2004,254400.0,236000
2012,21919.0,8426
2010,464.0,978
2002,2354.0,931
2016,157.0,3215
2013,2320.0,3080
2007,36.0,33
1998,583165.0,874000
2004,878399.0,1335462
2003,6000.0,5400
2016,15250.0,126860
2018,707437.0,1040754
2000,86400.0,109100
2011,3500.0,2100
2018,1720.0,1823
2013,16170.0,213687
2015,574.0,7851
2008,146900.0,91800
2002,160863.0,432637
2007,31082.0,6183
2017,1796.0,1450
2004,31.0,117
2015,4400.0,5000
2012,29100.0,89200
2019,3.0,0
2007,5671.0,2000
2011,7736.0,4700
2007,49000.0,133000
2002,1920.0,8839
1998,30.0,130
2005,5416.0,97924
2014,51196.0,94178
2003,2907199.0,4589705
2010,339.0,280
2002,2582.0,599
