year,area,production
2016,55403.0,180196
1997,952.0,253
2017,35219.0,188609
2014,1508400.0,2835400
2002,57203.69,78365
2000,1373422.0,945212
2007,34570.0,72463
2001,6405.0,12063
2018,25.0,9
2010,76482.0,655527
2007,1252800.0,2371100
2019,43414.0,45370
2016,3192.0,32377
2018,146902.0,73961
2013,37238.0,218178
2004,44000.0,1221300
2003,5693.0,2331
1999,148000.0,222000
2003,1620.0,710
2007,2840.0,1200
2002,1370.0,7443
1997,64500.0,59400
2009,20045.0,19845
2003,129800.0,50100
2008,606426.0,857221
2002,147796.0,973546
2011,15990.0,43221
2003,835.0,431
2005,15490.0,6511
1997,86459.0,36738
2010,52600.0,18830
2006,287515.0,335000
2000,51839.0,103673
2008,115804.0,5148134
2003,64.0,77
2002,126268.0,29042
2019,1091.0,2831
2006,93213.0,93952
2014,23.0,106
2006,655600.0,1045200
2014,420000.0,1342000
2010,336.0,362
2003,651400.0,1193200
2011,2593.0,3994
2017,189.0,265
2005,1652.0,530
2014,142.0,180
2019,6366.0,44226
2013,5552.0,1654
2008,1549.0,2943
2011,593.7,609
1998,861.0,596
2004,1944.0,945
2013,211484.0,125464
2018,2335.0,4525
2001,41936.0,34270
2016,66800.0,49687
2015,937000.0,515000
2017,1669.0,2526
2008,11769.0,25200
2010,133000.0,491000
1998,9700.0,2100
2013,446000.0,1495000
2007,28644.0,355531900
1997,4000.0,3295
2016,527.0,4751
2017,25.0,51
2005,2670.0,2272
2010,724.0,666
2012,4310.0,187570
2000,172918.0,151043
2008,51992.0,19720
2005,300.0,300
2018,7962.0,48929
2013,14490.0,46397
2011,256.0,129
2003,600.0,400
2003,25084.0,7099
2004,9939.0,2554
1997,433.0,26
2013,37.0,828
2017,233769.0,13824707
2012,17300.0,16500
2017,17001.0,35113
2013,41401.0,11294
2014,6035.0,17269
1997,465581.0,480673
2010,100.0,50
2006,668.0,583
2019,1683.0,637
2013,18674.0,15874
2011,737.0,10633
2001,283585.0,82983
2018,5450.0,315070
1999,16700.0,1043400
2019,1005.0,519
2006,5190.0,77443
2010,1830682.0,3649129
2019,1873.0,3570
2016,11874.0,8390
2019,1626389.0,1125991
2013,15.0,13
2016,296.0,341
2017,910.0,47160
2018,1.0,3
1999,1358.0,1500
2019,9080.0,36316
2007,4528.0,766
2007,736971.0,538923
2009,174311.0,615452
2014,13779.0,91319
2005,15952.0,332092
2009,124.0,138
2004,25900.0,157700
2004,2249.0,1627
2013,39062.0,79031
2019,5834.0,1093
2002,1456466.0,846323
2003,64199.0,123529
2007,60000.0,81000
2016,60736.0,11387
1998,140.0,4570
2004,9306.0,3843
2015,1755.0,1444
2010,570289.0,530326
2001,418198.0,168890
2002,194.0,88
1997,75259.0,671871
2013,126300.0,82700
2006,1193.0,849
2018,5493.0,79657
2017,27219.0,71279
1999,5780.0,578820
2015,5970.0,44775
2006,81.0,131
2013,52816.0,29448
2001,2494.0,2173
2017,47401.0,37589
2000,16198.0,6574
2010,17276.0,26500
2017,11801.0,318222
2016,847.0,3563
1999,2336.0,1196
2013,41012.0,27381
2003,13007.0,215248
2013,4631.0,1210
1998,4846.0,31567
2002,19730.0,10694
2004,200661.0,224757
2006,25000.0,17250
2005,12107.0,9751
2011,47.0,94
2007,4404.0,402
2018,87264.0,41185
2014,2000.0,1600
2012,18.0,8
2004,69659.0,118514
2014,5890.0,11341
2014,4496.0,26384
2011,391.0,1294
2006,503.0,342
2006,37825.0,629635
2012,4983.0,29749
2015,100.0,37
2003,296700.0,258000
2012,576709.0,8228161
2005,436.0,60
2011,1098.0,1231
2001,126106.0,243661
2005,2834.21,1353
2006,31212.0,23978
2014,23515.0,42516
2014,115546.0,159843
2013,1971.0,3566
2002,154.0,0
2019,5844.0,2224
2017,6.0,2
1997,13300.0,11000
2012,6486.0,6552
2011,21701.0,6148
2010,138101.0,33563
2008,37.0,35
2013,85246.0,117142
2018,554.0,931
2015,163108.0,107157
2015,25066.0,9114
2011,39613.0,554878
2012,51851.0,31007
2016,252.0,3052
2001,307.0,1479
2003,17214.0,15439
1997,915800.0,1114500
2002,762300.0,376100
2002,4090.0,2600
2016,241.0,0
2019,3133.0,2745
2019,722.0,547
2013,54210.0,16697
2008,398.0,800
2006,4106.0,4417
1998,310.0,150
2001,12994.0,22707
2017,925397.0,1795148
2003,6990.0,8810
2000,30366.0,38871
2011,3971.0,9914
2019,5.0,45
2000,1253.0,2185
2014,12.0,28
2019,194.0,2782
2012,5000.0,6000
2014,2717.0,380
2016,120010.0,133475
2012,5000.0,3000
2000,4250.0,3110
2010,37269.0,130000
2013,5298.0,31947
2003,2500.0,5000
2001,3691707.0,5993596
2018,144766.0,209122
2015,200.0,100
2007,64.0,133
2003,4172.0,5704
2008,16892.0,6089
2015,87544.0,161869
1997,3630.0,2181
2008,1068.0,735
2012,44.0,62
2018,23351.0,92360
2005,151.0,227
2004,1924500.0,1705500
2011,84014.0,30814
2019,137.0,846
2006,78902.0,237039
2017,221940.0,695400
2011,586000.0,215179
2018,5699.0,1953
2018,8981.0,7891
2011,5980.0,2073
2006,231290.0,238052
2019,128440.0,111657
2014,14130.0,39236
2002,61.0,446
2011,3991.0,2041
2016,5409.0,7413
2002,242586.0,556740
2003,16181.0,67250
2008,5300.0,4450
1999,17783.0,196037
2008,9230.0,2423
2013,80955.0,1047072
2019,166979.0,523051
2001,47.0,46
2014,5571000.0,6350000
2013,577214.0,265632
2004,36428.0,7719
2018,6078.0,4589
2015,88415.0,27094
1999,6790.0,6860
2014,8357.0,5539
2010,40.0,878
2019,72.0,65
2004,736.0,14132
2007,148138.0,38981
2012,26837.0,76040
2009,234920.0,401472
2005,61493.0,46964
2003,509534.0,171096
2005,30067.0,24400
1999,8100.0,12849
2013,131989.0,184104
2019,431.0,371
2016,23.0,22
2015,2500.0,3525
2017,647930.0,836554
2013,24916.0,36353
2008,30255.0,286040
2005,10.0,8
2009,5456.0,10437
2001,102.0,0
2000,299664.0,7673130
2010,393.0,704
2013,263499.0,1199389
2019,83765.0,34545
2011,111362.0,347253
1999,1457100.0,2466400
2007,55900.0,17107
2009,5440.0,4550
2006,1700.0,2010
2017,246539.0,620027
2013,92747.0,196862
2000,11160.0,42290
2012,2982.0,2416
2007,22.0,22
2000,126530.0,29980
2019,625797.0,1092419
2015,1153.0,1493
2006,1290.0,712
2004,530500.0,216500
2004,422.0,215
1998,1280.0,16460
2017,1265.0,7
2008,19972.0,6081
2018,8511.0,5827
2011,3040.0,5480
2017,57696.0,33635
2015,48600.0,33440
1998,750.0,3930
2005,2099.0,299000
2018,2718.0,2545
2002,413659.0,912047
2006,20775.0,12280
2009,114622.0,60384
2015,94000.0,273000
2017,1193.8,1367
2019,6194044.0,3856153
2019,629.0,295
1999,10100.0,2900
2013,81488.0,156700
2004,24294.0,310874400
1999,6300.0,6100
2008,263671.0,82983
2014,70403.0,767548
2004,37800.0,54985
2012,2156.0,816
2019,789.0,417
2008,124200.0,165300
2007,57000.0,501000
2017,9501.0,17636
2001,60535.0,29710
2003,4333.0,795
2004,9222.0,47138
2008,123563.0,129000
2012,554.0,371
2002,40381.0,20100
2011,1950.0,1244
2005,493.0,19037
2000,11924.0,4171
2018,49.0,32
2016,540.0,433
2018,1.0,3
2000,286.0,2300
2015,75017.0,276205
2013,2422.0,2804
2014,21057.0,5737
2011,30837.0,68165
2011,46500.0,68500
2001,1500.0,2000
2018,147.0,268
2018,82094.0,57059
2014,130471.0,984135
2018,1704.0,352
2018,47.5,35
2016,1880.0,2090
1999,13197.0,23878
1997,155.0,348
2007,6020.0,8060
2016,326.0,327
2019,39541.0,23093
2004,152323.0,104577
2018,1150.0,3423
2019,31300.0,390028000
2014,82700.0,126000
2006,466.0,322
2006,452.0,202
2005,6116.0,2458
2007,1295.0,1680
2000,76155.0,78726
2008,53704.0,2381030
2018,95000.0,7774000
1999,146100.0,57600
2011,123500.0,159543
2009,9538.0,5909
2005,932800.0,1300700
2006,530433.0,547937
2012,5740.0,4630
2017,8570.0,3516
2004,4037.0,27527
2010,27570.0,19424
2010,890.0,970
2018,27944.0,19356
1998,940.0,12090
2017,47600.0,24700
2011,17303.0,26939
2018,1204714.0,3940959
2000,167657.0,33762
2018,495932.0,42323211
2014,14.0,4
2008,4983.0,3809
2016,6743.0,8229
2001,13793.0,9486
2017,3976626.0,5749044
2010,71000.0,39000
2011,2131.0,1683
2003,678.0,616
2018,19220.0,82876
2015,10043.0,7523
2019,2929.0,2859
2018,228035.0,664155
2012,103000.0,161000
2018,875.0,96
2001,21308.0,11217
2009,171.0,146
2004,2989.0,1466
2009,99988.0,6088488
2014,19851.0,28542
2008,1134555.0,1155110
2017,236710.0,607820
2005,52273.0,26918
2008,46041.0,9634
2017,3.0,9
2015,921.0,439
2015,193.0,290
2004,1517.0,115690
2011,77800.0,1792300
1997,8157.0,8905
2019,6050.0,17290
2000,1175.0,2158
2015,66.0,107
2011,201013.0,631557
2003,8781.0,126033
2009,45549.0,1847170
2011,20.0,20
2005,686.0,4824
2003,325.0,130
2002,6800.0,5260
2017,2470.0,1490
2003,280.0,10095
2008,8395.0,11461
2009,376475.0,114919
2000,191502.0,549109
2009,17.0,9
2014,136306.0,348342
2015,182.0,407
2014,483.0,338
2011,23640.0,123452
2013,5986.0,3854
2006,8176.0,79316
1998,120000.0,114500
2017,63883.0,162272
1997,12607.0,15330
2000,77844.0,79488
2001,50871.0,375903
2019,27820.0,21670
2015,977005.0,2641669
2010,1848.0,1415
1999,8740.0,91050
2004,4080.0,19386
2011,8423.0,8242
2007,23387.0,15682
2018,283.0,294
2017,167.0,42
2002,919.0,1827
2019,63110.0,18302
2019,173886.5,4270702
2007,142.0,72
2002,1609.0,36000
2019,619.0,539
2006,30528.0,175388
2002,446.0,100
1999,162961.0,95087
2010,3268.0,1400
2011,25525.0,128206
2019,213.0,122
2002,600.0,1059
2018,26839.0,35102
1998,7941.0,6416
2009,1.0,1
2007,4834.0,3239
2005,50719.0,22470
2013,2768.0,2088
1997,54600.0,101900
2004,1704.0,515
2016,484.0,7431
2009,168570.0,240310
2017,88.0,84
2011,212971.0,471282
2015,516.0,1795
2016,5635.0,2018
2013,4041.0,7466
2019,19.0,37
2018,59.4,90
2014,1362.0,1096
2018,16055.0,4351
2006,97.0,164
2003,89000.0,32400
1998,91956.0,11274
2019,12250.0,256890
2019,72080.0,386314
2002,469000.0,541700
2016,199.0,1672
1998,425002.0,740688
2018,31199.0,1093930
2003,1202.0,1084
2000,8855.0,3208
2016,1520.0,1520
2012,100986.0,7500000
1997,3.0,2
2017,63.0,25
2002,75572.0,83542
2012,275973.0,605082
2000,160.0,129
2007,2991.0,159150
2019,2968.0,3957
2004,2962.57,1801
2013,2359.0,12452
2016,14.0,14
2010,41377.0,19457
1997,301149.0,132056
2008,243804.0,101422
2013,26.0,21
2016,498.0,439
2018,39119.0,52271
2005,18401.0,160656
2013,68688.0,2095709
2000,246.0,156
2017,3985.0,5192
2012,4435.0,25871
2002,255270.0,602410
2007,153909.0,1244108
2008,1.0,1
2001,992.0,370
2008,126799.0,164538
1997,15730.0,9337
1999,18527.0,10987
2003,379.0,146
2004,1055061.0,2627561
2018,18957.0,23372
2004,104189.0,4111722
2007,1633.0,877
2006,1300.0,1690
2001,4512.0,4571
2006,46281.0,63524
2006,1035.0,540
2008,7493.0,3821
2012,407000.0,2513000
2005,108590.0,119309
2002,9383.0,20206
2001,353048.0,731778
2004,4188248.0,7320042
1999,46293.0,38430
2016,102067.0,49549
2017,188544.0,463781
2011,344.0,84
2007,51397.0,20637
2016,244000.0,645600
2007,1170.0,520
2009,202.0,91
2002,61.0,630
2014,1210336.0,3788289
2005,48605.0,30714
2008,2.0,3
2018,381.0,166
2002,1591.0,546
2007,1015117.0,2950506
2002,25664.0,31566
2016,179295.0,282188
2015,64.0,76
2004,2707.0,14673
2007,10867.0,23137
2018,1420.0,1913
2000,93546.0,72079
2005,85000.0,5241000
2017,12884.0,9838
2016,63862.0,162180
2008,105122.0,249101
2016,182923.0,183020
2007,696.0,464
2013,430774.0,3417792000
2005,428.0,2561
2012,3010.0,5730
2000,811.0,14358
2017,30.0,12
2013,1705555.0,4356822
2017,3670.0,5239
2018,305.0,71
2016,38498.0,67992
2006,415708.0,327533
2002,4051084.0,9393991
2007,2958.96,18582
2009,2050.0,2250
2003,1523.0,572
2012,25000.0,450000
1999,2612.0,718
2011,147.0,115
2001,63.0,461
2016,1200.0,700
2007,4299.0,5486
2018,35907.0,42338
2006,2584633.0,2553617
2015,16615.0,5516
2012,5601025.0,16510524
2017,121.0,361
2013,2774323.0,2102496
2003,24443.0,317488500
2009,3391500.0,5111200
2005,202830.0,0
2009,73809.0,23862
1998,2384.0,617
2012,481000.0,1627000
2003,158851.0,172342
2008,5285.0,26807
2008,887.0,1116
1999,3510.0,45140
1999,2080847.0,4583515
2004,4086404.0,9974734
1998,310399.0,1611530000
1999,449818.0,595000
2002,4537.0,73362
2013,261516.0,138315
2008,5440.0,2780
2008,185.0,177
2013,107772.0,111862
2010,193178.0,98783
2017,7818.0,8261
2004,57981.0,410409
2003,133064.0,122574
2017,47378.0,34028
2009,10.0,8
2012,3450.0,53516
2007,5915.0,1535
2015,601.0,213
2003,23.0,25
2000,5434.0,1380
2003,2252.0,30732000
1997,4342.0,24108
1999,14317.0,18342
2009,12686.0,176246
2017,214168.0,129787
2016,397083.0,381035
1998,178428.0,1721987
1999,33610.0,20310
1997,94520.0,904095
2008,4895.0,15909
2017,166195.0,1532106
2018,2334.0,25622
2012,900.0,290
2010,3000.0,5400
2012,88.0,46
2001,24200.0,638700
2006,1230.0,15820
2010,14367.0,4844
2012,420.0,440
2002,2422.0,1801
2008,3.0,226
2013,1227.0,1283
2012,349669.0,853769
2017,16871.0,20787
2016,3000.0,1100
2012,2823.0,1615
2007,43.0,69
2002,390113.0,381761
2001,2635.0,11219
2015,974881.0,1775698
2014,951724.0,1808081
1997,31292.0,1753100
2012,102230.0,143226
2013,918984.0,1868189
2016,3571.0,1027
2014,3037.0,41069
2010,22120.0,22405
2002,4200.0,2200
2006,2848.0,2610
2011,5247.0,1549
2007,2680.0,3534
2006,1870.0,1375
2013,1397.0,1124
2006,57571.0,65934
2005,5989.03,4058
2018,2327.0,2356
2019,401.0,461
2015,5800.0,17900
1999,58302.0,32696
2000,538.0,9146
2017,127.0,58
2007,742000.0,814000
2008,9106.0,16995
2002,5000.0,4500
2002,64.0,28
2013,14253.0,7464
2001,5370.0,106280
2000,608321.0,656000
2017,3590000.0,5385030
2018,441.0,155
2005,140539.0,1225728
2004,49.0,17
2013,31246.0,26509
2017,484391.0,498327
2013,54378.0,171985
2003,100945.0,26000
2007,72300.0,1795600
2000,2444.0,349
2001,82.77,72
2014,17300.0,5900
2016,5159.0,8895
2016,1282.0,3212
2017,44120.0,18108
2014,6637.0,47061
2018,6648.0,6301
2004,3852.0,2987
2018,5297.72,80333
2012,61011.0,515607
2005,3468000.0,14493000
2009,389147.0,111835
1997,747300.0,670600
2006,344.0,80
2014,1004.0,0
2007,1403.0,917
2007,270.0,263
2002,40871.0,487836
2004,7924.0,14276
2004,35661.0,560306
2000,1.0,1
1999,144461.0,1381179
2008,3556.0,781
2006,3248.0,903
2000,13.0,202
2014,3720.0,7426
2013,21.0,39
1998,1025.0,600
1999,75372.0,44519
2005,3312.0,7942
1998,12100.0,4200
2003,114516.0,33235
2010,346936.0,534707
2001,9271.0,14154
2003,1962.0,1453
2012,4298.0,6026
2016,495.0,317
2006,42646.0,851437
2001,23.0,26
2018,550.0,1311
2016,120222.0,105981
2016,5721.0,4910
1998,39463.0,53840
2015,7160.0,7870
2007,3982.0,34877
2015,34895.0,2404655
2004,22238.0,13339
2008,20.0,19
1997,865.0,683
2019,3185.0,7429
2012,2661.0,14888
2012,7669.0,4059
2000,907927.0,1473111
2013,823748.0,756566
2014,254338.0,15498951
2010,2065.0,675
2005,366729.0,773514
2009,17829.0,11525
2014,67.0,69
2010,191.0,370
2015,593351.0,602616
2018,143341.0,58676
2001,3000.0,2000
2006,53388.0,34664
2016,250.0,150
2019,567875.0,621906
2013,472982.0,399318
2017,26169.0,131600000
2001,1749800.0,1703200
2012,9723.0,8784
2005,79165.0,98560
2014,17142.0,17313
2016,2632.0,16386
2017,83472.0,1109702
2005,65.0,1105
2000,71447.0,47452
2007,140365.0,8850000
2003,62.0,306
2010,1654.0,700
2018,38882.0,11535
2013,34063.0,58046
2014,14114.0,16778
2019,2382.0,2222
2002,153000.0,9110000
2008,899.14,1439
2006,6720.0,8050
2006,82.0,39
2011,6558.0,25769
2014,23646.0,28769
1998,354800.0,230600
2011,113.0,92
2002,250.0,160
2017,17964.0,20203
2000,601.0,3516
2018,6970.0,69123
2017,111388.0,112325
2015,3278.0,3190
2012,291553.0,587479
2008,637.0,5026
2014,399.0,357
2014,126000.0,460000
2007,247000.0,20182000
2000,2000.0,1800
2016,1959.0,1675
2013,33.0,117
2013,30322.0,69197
2009,6401.0,49663
1999,1500.0,1070
2002,4090.0,11649
2004,505.0,1794
2014,42953.0,31377
2013,5618.0,7994
2017,596010.0,679180
2007,92.0,252
2005,3604.0,2981
2006,4260.0,7030
2011,5600.0,5200
2019,249.0,194
2003,2240.0,2150
2001,116.0,91
2001,3558.0,7895
2008,4550.0,1875
2003,490757.0,333265
2001,80.0,73
2001,3780.0,2709
2010,5303.0,4080
2003,324100.0,355200
2019,8134.0,5923
2016,260.0,250
2012,1136.0,1390
2017,374.0,527
2013,71.0,23
2015,1537.0,3298
2018,19273.0,109707
2019,2.0,4
2000,190900.0,102400
2008,10308.78,6530
2004,27560.0,23233
2002,30326.0,81000
2008,948.0,1019
2002,4953.0,16412
1998,41853.0,8104
2017,3474.0,3057
2010,15980.0,42773
2011,545.0,524
2015,152891.0,213712
2010,4970.0,25950
2006,28591.0,24276
2007,12364.0,41864
1998,52875.0,15000
2013,12061.0,9167
2011,76386.0,21975
2003,1002.0,11981
2016,439841.0,280189
1998,200.0,73
2004,10077.0,4552
2012,117417.0,208517
2011,14463.0,5014
2007,2.0,1
2013,21317.0,29054
1998,145600.0,172300
2007,30860.0,42667
2017,520.0,570
2014,1975.0,1851
2018,96.0,97
2012,225274.0,178871
2012,28488.0,35325
2009,1108434.0,2585194
2013,171600.0,443600
2016,20995.0,1549747
2019,11300.0,13830
2012,590.0,590
2009,67924.0,51941
2011,130700.0,71100
1999,12489.0,15051
2011,1204.0,3549
2004,34086.0,38108
2009,673.0,100
2018,3105.0,2719
2007,58490.0,38791
2008,63200.0,113760
2006,5292.0,5206
2013,3298000.0,5734000
2009,21731.0,4949
1998,380.0,12410
1997,847666.0,525562
2019,2439.0,1697
2013,89000.0,6675000
2015,297475.0,850259
2006,10311.0,4554
2002,142100.0,229300
2002,74970.0,62910
2002,3755.0,969
2005,132.0,85
2009,9668152.0,27518022
2018,344.0,511
2016,164412.0,184887
2005,14012.0,95900
2016,33.0,42
1997,192500.0,13953300
2008,350.0,270
1998,92000.0,27800
2017,26178.0,62200
2012,7.0,5
2015,16983.0,13595
2020,4919.0,4135
2004,4505.0,1550
2006,1122600.0,814600
2003,9747.0,5001
2013,4461.0,7260
2019,1753.0,20304
2019,88528.0,38650
2001,2844474.0,4354156
2018,187.3,239
2001,4942.0,16627
2009,3767.0,1460
2005,122267.0,146191
2006,1744.0,1361
2008,1400.0,1260
2009,570.0,400
2014,125.0,103
2012,169509.0,177805
2008,12780.0,6398
2002,185137.0,112835
2017,51277.0,69376
2013,21.0,11
2017,26.0,78
2015,3941.0,12049
2009,881.0,8161
2007,1.0,1
2008,56672.0,84021
2007,51415.0,30078
2010,952.0,635
2004,3223200.0,1831500
2002,4270.0,1134
2007,3030.0,5000
1999,4022.0,21497
2010,139993.0,193642
2016,413.0,202
2017,22983.0,18999
2018,2024.0,1451
2004,10400.0,4130
2001,14900.0,21372
2009,11641.0,6603
1999,5500.0,2600
1997,1490.0,711
2018,49614.0,62188
2008,90687.0,26672
2007,786831.0,1290262
2005,44944.0,97483
2005,32816.0,35525
2007,21.0,17
2010,5899.0,76422
1998,170.0,110
2013,11158.0,20260
2010,1387.0,700
2011,260208.0,260728
2017,5651.0,68169
2007,6800.0,4587
2016,9167.0,5583
2017,1121.0,1343
2012,386607.0,11591300
2007,75197.0,520831
2005,2986.0,1965
1998,4028620.0,7653780
2008,196126.0,15382999
2015,6534.0,3949
2006,3905319.0,5441525
2011,2623653.0,2841598
2001,25017.0,34687
2013,7686.0,3339
2011,8100.0,3580
2014,169606.0,899436
2012,1059000.0,563000
2007,821.0,764
2017,26254.0,8381
2001,1934.0,1053
2012,15000.0,127000
2018,5.21,0
2002,1737.0,18011
2005,2450.0,1248
1999,198000.0,71940
2017,34463.0,25038
2008,1733.0,1282
2014,2154423.0,3570211
2010,2253.0,1196
2002,63.0,143
2016,6448.0,64460
2019,5810.0,3680
2010,955.0,258
2004,47209.0,23108
2005,10068.0,2745
2005,2724.0,24644
2003,363.0,893
2019,30964.0,26306
2017,330021.0,263513
2015,9347.0,4911
1998,89591.0,90509
2019,8315.0,2802
2008,17010.0,10862
2007,3426.0,3761
2004,271600.0,105437
1999,87782.0,62411
2017,6932.0,93477
2019,1256.0,1131
2005,854.0,541
2001,21440.0,10630
2000,402962.0,589793
2007,65400.0,2059200
2017,441.0,386
2009,12.0,3
2002,4340.0,3740
2010,180.0,146
2008,125500.0,125000
2019,20264.0,13618
2014,331.0,415
2011,17395.0,226031
2017,4348.0,4095
2004,52442.0,145174
2010,23.0,12
2001,322575.0,309068
2017,5854.0,16837
1998,190119.0,541979
2006,1409200.0,1684100
2013,3149.0,5042
2000,3501.0,25771
2006,13341.72,108295
2005,25450.0,61100
2010,11358.0,3809
1997,5.0,7
2006,7000.0,12200
2002,28506.0,32127
2016,522470.0,8187658
2019,4510.0,2910
2000,452.0,100
2010,1301900.0,975800
2005,13345.34,108900
2011,67857.0,1267840
2013,149468.0,214763
2019,19228.0,82905
2018,809367.0,1819260
2007,98981.0,59174
2008,106086.0,31280
2015,6685.0,2578
2011,2141892.0,6530955
2011,20710.0,175613000
2016,41661.0,27944
2005,2600.0,1510
2004,142.0,105
2004,155751.0,145766
2012,193037.0,388390
2014,10170.0,4389
2002,13589.0,116759
2005,6927.0,1762
1998,904200.0,561900
2014,2228261.0,146576786
2012,236.0,143
2005,204328.0,716614
2016,2450.0,2235
2017,480.0,510
2002,242200.0,283100
2018,3996.0,520
2003,300167.0,298075
2000,7280.0,5159
2011,85.0,41
2002,8896.0,46731
2013,14277.0,3125
1997,93100.0,133342
2012,69586.0,2458515
2004,1720.0,1315
2000,830.0,480
2015,135.0,1310
2001,21300.0,26709
2004,82486.0,16515
2003,600700.0,359200
1998,72440.0,1609360
2005,20476.0,267901
1998,295830.0,951569
2001,587700.0,255300
2017,10078.0,40096
2004,16234.0,4193
1997,313900.0,55600
2010,2.0,1
2002,255035.0,428182
2016,882.0,427
2018,1012.0,1752
1997,584000.0,674000
1998,367472.0,778090
2010,151.0,113
2011,16338.0,121369
2012,10095.0,11064
2002,3126.0,2088
2019,1.0,1
2018,1449.0,8631
2017,24174.0,32672
2017,4238.0,28864
1997,3097.0,1509
1998,51.0,23
2015,39730.0,19500
2014,20519.0,21179
2002,47538.0,37084
2017,9363.0,13379
1997,9569.0,12116
2003,6486.0,4248
2011,83912.0,1028929
2014,247698.0,561856
1999,30571.0,23155
2006,109436.0,163989
2016,110719.0,128811
2002,20695.0,14237
2015,910854.0,981351
2012,90.0,30
2011,1310.0,481
1997,83200.0,67600
2019,31000.0,122718
2008,1869.0,7920
2013,1166334.0,3768045
2000,1030.0,8018
2003,12064.0,7776
2000,1254.0,1500
2017,436024.0,4176500000
2017,1063.0,2024
2019,250.0,461
2010,1369892.0,4506848
2008,2364.0,3238
2017,6343.0,5942
2000,45059.0,327955
2014,2894000.0,11107000
2010,5700.0,4580
2005,1143.0,1600
2005,141100.0,51100
2012,334400.0,346800
2004,7300.0,5640
2003,7303.0,75823
2014,1403.0,472
2016,2443.0,13498
2010,1829516.0,6909447
2009,118168.0,90957
2004,82.0,125
2006,5606.0,3174
2012,53800.0,23390
2000,5049.0,24557
2005,314400.0,491800
2015,3375.0,2977
2003,95454.0,66827
2019,15.0,7
2016,337944.0,183121
1997,295600.0,177000
2006,629739.0,820039
2001,485.0,300
2007,14780.0,303354
2016,73000.0,26591
2006,528.0,3139
2017,2511.0,14438
2004,4001.0,978
2000,115425.0,96359
2004,244.0,9682
2006,4930.0,3218
2019,117.0,147
2013,15683.0,122307
2003,75040.0,63180
2014,75.0,625
2009,8586.0,2329
2011,73907.0,331615
2009,15300.0,93800
1999,8283.0,5374
2009,768719.0,804849
2018,23945.0,30721
2016,833.0,1091
2019,369.0,192
2006,105206.0,5637371
2016,14149.0,5664
2000,39903.0,59611
2013,6543581.0,4711378
2008,79.0,1325
2019,471.0,240
2013,420022.0,38042382
2006,25468.0,126680000
2008,99168.0,51667
2005,97.0,93
2010,56895.0,59384
2006,19000.0,64000
2005,841.0,6993
2019,74896.0,195623
2012,446810.0,1026068
1998,2189.0,400
2013,3512.0,47411
2010,270.0,180
2006,65512.0,98969
2008,232741.0,717012
2015,46522.0,23762
1998,115250.0,46673
2003,200.0,162
2008,584238.0,7872588
2000,58441.0,19993
1998,718.0,12462
2010,37078.0,42556
1999,6.0,1
2007,27303.0,146008
1999,508086.0,289526
2013,15768.0,11548
2017,994.0,10912
2004,4019.0,20153
2011,164069.0,85118
2007,75.0,89
2019,1629275.0,4503628
1999,2798.0,237610
2007,223428.0,810057
2006,140563.0,9651000
2018,7270.0,8010
2014,74200.0,26300
2011,28677.0,37854
1999,346.0,87
2004,2823.0,2788
2012,441048.0,4342441000
2016,1435643.0,2089252
2011,25760.0,199619
2006,33.0,21
2012,37.0,22
2019,180.0,95
2014,800500.0,1496100
2003,14545.0,137965
2019,132342.0,333579
2013,1140.0,537
2002,39354.0,1027659
2011,9926.0,10714
2004,2566.0,1309
2003,737005.0,377983
2003,3831.0,1391
2013,100008.0,100018
2012,36000.0,35000
2015,89657.0,94392
2018,35640.0,33980
1998,255487.0,491430
2014,250.0,7321
2000,711.0,978
2004,1472.0,2370
2014,46122.0,26668
2010,1418.0,7900
2016,168242.0,171429
2017,2716420.0,7046043
2008,1260.0,880
2008,94534.0,67482
2001,1.0,1
2004,346600.0,358800
2019,11109.0,2731
2015,1785.0,1226
2016,1864.0,544
2005,109400.0,58200
2012,23093.0,156202
2014,1400.0,2000
2004,32667.0,37766
2015,8505.0,19587
2005,14797.0,32414
2015,37130.0,31636
2012,3.0,3
2004,2686452.0,2471539
2011,32.0,43
2010,526.0,441
2011,2933.0,14958
2003,10774.0,3905
2013,75236.0,30998
2017,57.0,29
2015,457832.0,490219
2019,218155.0,243194
2004,1389.0,663
2008,17557.0,1638267
1998,636495.0,976876
2012,4.0,3
2000,4695.0,1558
1997,121670.0,91316
2007,9600.0,7360
2002,37500.0,16195
2010,1311.0,2670
2011,802666.0,358478
2011,15.0,12
2004,16045.0,9560
2002,54492.0,30611
2000,583500.0,472600
2008,306161.0,243398
2011,847.0,2405
2014,38245.0,13177
2016,11431.0,13612
2019,104027.0,1912224000
2016,21081.0,6746
2014,2782.0,4214
2017,1307.0,24969
2000,12.0,6
2001,301282.0,668228
2010,156.0,88
2011,812.0,829
2001,272323.0,137056
2009,2005.0,599
2000,202.0,121
2011,921.0,45001
2002,260007.0,40661
2015,1071.0,786
2019,38948.0,15020
2010,15925.0,3345
2000,463.0,236
2003,25431.0,981360
1997,4469600.0,4845100
2019,405046.0,636475
2003,176200.0,12669000
2016,3376.0,186413
1999,578.0,293
1999,170647.0,170117
2005,19814.0,1127
2001,310.0,0
2000,125349.0,213158
2017,87922.0,89075
2013,27180.0,88183
2002,7230.0,10383
